company,model,manufacture_year,km_driven,owner_type,fuel,transmission,mileage,max_power,seats,price
Maruti,Alto,2022,14870,1st Owner,Petrol,Manual,24.7,47.3,5,298000
Maruti,Ciaz,2023,24099,2nd Owner,Diesel,Manual,28.09,88.5,5,800000
Hyundai,Grand,2019,44500,2nd Owner,Petrol,Manual,18.9,81.86,5,375000
Hyundai,Creta,2021,70000,1st Owner,Diesel,Manual,21.38,88.7,5,900000
Hyundai,i10,2016,105000,1st Owner,Petrol,Manual,20.36,78.9,5,165000
Honda,WR-V,2023,52000,2nd Owner,Diesel,Manual,25.5,98.6,5,850000
Honda,Amaze,2023,15000,1st Owner,Petrol,Automatic,18.1,88.7,5,550000
Renault,KWID,2022,30000,1st Owner,Petrol,Automatic,24.04,67.0,5,320000
Honda,Amaze,2021,40000,1st Owner,Diesel,Manual,25.8,98.6,5,400000
Maruti,Vitara,2023,50000,1st Owner,Diesel,Manual,24.3,88.5,5,860000
Skoda,Octavia,2023,52700,2nd Owner,Diesel,Automatic,19.5,141.0,5,2350000
Maruti,Wagon R,2012,80000,1st Owner,CNG,Manual,17.3,57.5,5,125000
Maruti,Wagon R,2019,54099,2nd Owner,Petrol,Manual,18.9,67.1,5,280000
Maruti,Alto,2017,19455,2nd Owner,Petrol,Manual,19.7,46.3,5,185000
Hyundai,Verna,2018,104500,1st Owner,Diesel,Manual,22.32,126.3,5,540000
Hyundai,Verna,2022,11800,1st Owner,Petrol,Manual,17.43,105.5,5,700000
Mahindra,Bolero,2019,67000,2nd Owner,Diesel,Manual,21.0,74.96,7,470000
Honda,City,2016,40142,2nd Owner,Petrol,Manual,17.0,118.0,5,310000
Hyundai,i20,2021,70800,2nd Owner,Diesel,Manual,22.54,88.73,5,650000
Honda,Jazz,2020,64300,2nd Owner,Petrol,Manual,18.7,88.7,5,560000
Maruti,Wagon R,2022,5388,1st Owner,Petrol,Manual,20.51,67.04,5,409000
Ford,Figo,2017,60000,1st Owner,Diesel,Manual,20.0,68.0,5,265000
Maruti,Swift,2017,110000,1st Owner,Diesel,Manual,22.9,74.0,5,300000
Ford,Figo,2018,95000,1st Owner,Diesel,Manual,20.0,68.1,5,220000
Ford,Ecosport,2021,150000,1st Owner,Diesel,Manual,22.77,98.59,5,625000
Mercedes-Benz,E-Class,2016,49000,2nd Owner,Diesel,Automatic,14.21,203.0,5,999000
Renault,Duster,2019,42514,2nd Owner,Diesel,Manual,19.72,108.45,5,525000
Mahindra,KUV,2022,5000,1st Owner,Petrol,Manual,18.15,82.0,6,356000
Hyundai,Grand,2024,5000,1st Owner,Petrol,Automatic,20.7,81.86,5,650000
Volkswagen,Vento,2022,57700,2nd Owner,Petrol,Manual,15.04,103.2,5,750000
Renault,KWID,2023,23000,2nd Owner,Petrol,Manual,23.01,67.0,5,310000
Maruti,Swift Dzire,2020,80000,1st Owner,Diesel,Manual,26.59,74.0,5,500000
Datsun,RediGO,2022,30000,1st Owner,Petrol,Manual,22.7,53.64,5,275000
Volkswagen,Vento,2016,160000,1st Owner,Petrol,Manual,15.8,105.0,5,225000
Hyundai,Verna,2017,54000,1st Owner,Diesel,Manual,22.32,126.32,5,470000
Toyota,Fortuner,2016,252000,1st Owner,Diesel,Manual,11.5,171.0,7,800000
Honda,Amaze,2022,35000,1st Owner,Petrol,Manual,17.8,86.7,5,525000
Lexus,NX,2023,44000,2nd Owner,Petrol,Automatic,18.32,194.3,5,4500000
Maruti,Swift,2024,23000,1st Owner,Petrol,Manual,21.21,81.8,5,600000
Maruti,Wagon R,2022,10000,2nd Owner,Petrol,Manual,18.9,67.1,5,399000
Maruti,Alto,2015,80000,2nd Owner,CNG,Manual,26.83,38.4,5,150000
Maruti,Swift Dzire,2021,20000,1st Owner,Diesel,Manual,26.59,74.0,5,620000
Maruti,Eeco,2017,96500,1st Owner,CNG,Manual,15.1,73.0,5,170000
Maruti,Wagon R,2018,44400,2nd Owner,Petrol,Manual,21.79,67.05,5,300000
Maruti,Alto,2015,48679,2nd Owner,Petrol,Manual,19.7,46.3,5,130000
Maruti,Alto,2015,100000,1st Owner,Petrol,Manual,19.7,46.3,5,160000
Mahindra,XUV300,2024,10000,1st Owner,Diesel,Manual,20.0,115.0,5,1100000
Honda,Jazz,2017,45000,2nd Owner,Petrol,Manual,16.7,88.8,5,299000
Honda,City,2019,142000,1st Owner,Diesel,Manual,25.1,98.6,5,551000
Honda,City,2020,10000,1st Owner,Petrol,Manual,17.4,117.3,5,675000
Honda,Amaze,2020,90000,1st Owner,Petrol,Manual,18.0,86.7,5,350000
Volkswagen,Polo,2020,46888,2nd Owner,Petrol,Manual,16.47,74.0,5,400000
Hyundai,i20,2021,30000,2nd Owner,Petrol,Manual,18.6,81.83,5,530000
Mahindra,XUV500,2019,50000,1st Owner,Diesel,Manual,15.1,140.0,7,590000
Mahindra,XUV500,2020,15000,1st Owner,Diesel,Manual,15.1,140.0,7,950000
Hyundai,Verna,2019,45000,2nd Owner,Petrol,Manual,17.43,105.5,5,450000
Hyundai,i10,2014,54000,2nd Owner,Petrol,Manual,19.81,68.05,5,275000
Skoda,Octavia,2022,46000,2nd Owner,Diesel,Automatic,19.5,141.0,5,1925000
Tata,Tiago,2021,35000,1st Owner,Petrol,Manual,23.84,84.0,5,350000
Maruti,Baleno,2021,30000,1st Owner,Petrol,Manual,21.4,83.1,5,475000
Mahindra,XUV500,2020,80000,1st Owner,Diesel,Automatic,16.0,140.0,7,900000
Hyundai,i20,2015,97780,2nd Owner,Diesel,Manual,25.2,98.63,5,320000
Hyundai,i20,2022,25000,1st Owner,Petrol,Manual,17.19,81.86,5,650000
Mahindra,Scorpio,2020,49000,2nd Owner,Diesel,Manual,15.4,120.0,8,988000
Maruti,Ciaz,2020,80000,1st Owner,Diesel,Manual,26.21,88.5,5,700000
Datsun,GO,2019,35000,1st Owner,Petrol,Manual,20.63,67.0,5,190000
Mahindra,Scorpio,2024,35000,1st Owner,Diesel,Manual,16.36,140.0,7,1350000
Skoda,Superb,2020,39000,2nd Owner,Petrol,Manual,13.14,160.0,5,799000
Maruti,Swift Dzire,2014,51800,2nd Owner,Petrol,Manual,17.5,85.8,5,245000
Honda,City,2020,50000,2nd Owner,Petrol,Automatic,18.0,117.3,5,595000
Maruti,Ciaz,2023,40000,1st Owner,Petrol,Manual,20.73,91.1,5,770000
Honda,Amaze,2021,66000,2nd Owner,Diesel,Manual,24.7,98.63,5,450000
Volkswagen,Polo,2016,199000,2nd Owner,Petrol,Manual,16.47,73.9,5,199000
Honda,City,2020,58058,2nd Owner,Petrol,Manual,17.4,117.3,5,500000
Honda,Amaze,2023,25000,1st Owner,Petrol,Manual,19.5,88.76,5,630000
Maruti,Swift Dzire,2020,60000,1st Owner,Diesel,Manual,26.59,74.0,5,530000
Hyundai,i10,2018,75174,2nd Owner,Petrol,Manual,20.36,78.9,5,345000
Maruti,Ciaz,2019,34900,2nd Owner,Diesel,Manual,26.21,88.5,5,575000
Hyundai,Verna,2020,27900,2nd Owner,Petrol,Manual,17.43,105.5,5,480000
Maruti,Ciaz,2021,48048,2nd Owner,Diesel,Manual,28.09,88.5,5,575000
Maruti,Wagon R,2012,48343,2nd Owner,Petrol,Manual,18.9,67.0,5,180000
Datsun,RediGO,2022,21300,2nd Owner,Petrol,Manual,22.7,53.64,5,230000
Mercedes-Benz,C-Class,2015,58000,1st Owner,Petrol,Automatic,11.7,178.0,5,840000
Mercedes-Benz,C-Class,2020,24000,2nd Owner,Diesel,Automatic,15.8,170.0,5,4200000
Maruti,Ertiga,2021,103000,1st Owner,Diesel,Manual,24.52,88.5,7,675000
Maruti,Alto,2021,68102,2nd Owner,Petrol,Manual,23.95,67.05,5,365000
Tata,Nexon,2023,50000,1st Owner,Diesel,Manual,21.5,108.5,5,680000
Maruti,Wagon R,2020,27300,2nd Owner,Petrol,Manual,20.52,81.8,5,319000
Tata,Tiago,2021,25000,1st Owner,Petrol,Manual,23.84,84.0,5,350000
Ford,Endeavour,2021,80000,1st Owner,Diesel,Automatic,10.91,197.0,7,2200000
Honda,City,2020,45000,2nd Owner,Diesel,Manual,26.0,98.6,5,650000
Ford,Ecosport,2021,79000,2nd Owner,Diesel,Manual,21.7,98.96,5,550000
Toyota,Innova,2020,181684,2nd Owner,Diesel,Manual,12.99,100.6,7,975000
Honda,City,2020,50000,2nd Owner,Petrol,Automatic,18.0,117.3,5,800000
Hyundai,Verna,2024,65000,2nd Owner,Diesel,Automatic,22.0,126.2,5,1100000
Hyundai,Verna,2024,8836,1st Owner,Petrol,Manual,17.0,121.3,5,1171000
Maruti,Swift Dzire,2021,61000,2nd Owner,Diesel,Manual,26.59,74.0,5,550000
Mahindra,Scorpio,2019,100000,1st Owner,Diesel,Manual,12.05,120.0,8,700000
Toyota,Innova,2020,38500,1st Owner,Diesel,Manual,12.99,100.6,7,1250000
Maruti,Wagon R,2022,23967,2nd Owner,Petrol,Manual,21.79,67.05,5,295000
Maruti,Swift,2025,1500,1st Owner,Diesel,Manual,28.4,74.0,5,685000
Honda,Amaze,2023,22000,2nd Owner,Diesel,Manual,25.8,98.6,5,660000
Tata,Tiago,2024,20000,1st Owner,Diesel,Manual,27.28,69.0,5,500000
Volkswagen,Vento,2020,260000,1st Owner,Diesel,Automatic,21.21,103.2,5,700000
Hyundai,i10,2015,31000,2nd Owner,Petrol,Manual,20.36,78.9,5,210000
Volvo,XC60,2020,120000,2nd Owner,Diesel,Automatic,11.2,215.0,5,1800000
Maruti,Wagon R,2017,50000,1st Owner,Petrol,Manual,18.9,67.1,5,265000
Honda,Amaze,2018,66000,1st Owner,Diesel,Manual,25.8,98.6,5,360000
Maruti,Swift Dzire,2023,20000,1st Owner,Petrol,Manual,21.21,81.8,5,600000
Maruti,Swift Dzire,2018,63980,2nd Owner,Diesel,Manual,19.3,73.9,5,450000
Maruti,Swift Dzire,2023,10000,1st Owner,Diesel,Manual,28.4,74.02,5,765000
Toyota,Innova,2018,70000,1st Owner,Diesel,Manual,12.99,100.6,8,700000
Maruti,Wagon R,2020,25000,2nd Owner,Petrol,Manual,18.9,67.1,5,350000
Hyundai,Grand,2024,8000,2nd Owner,Petrol,Manual,18.9,81.86,5,635000
Maruti,Wagon R,2016,76239,2nd Owner,CNG,Manual,26.2,58.2,5,260000
Maruti,Alto,2020,30000,1st Owner,Petrol,Manual,22.74,47.3,5,210000
Hyundai,i20,2015,70000,2nd Owner,Petrol,Manual,18.5,80.0,5,250000
Renault,KWID,2021,22000,1st Owner,Petrol,Manual,25.17,53.3,5,300000
Mahindra,Scorpio,2022,59800,2nd Owner,Diesel,Manual,15.4,120.0,7,850000
Datsun,RediGO,2022,16000,2nd Owner,Petrol,Manual,22.7,53.64,5,225000
Maruti,Ignis,2023,12000,1st Owner,Petrol,Manual,20.89,81.8,5,468000
Maruti,Alto,2017,105800,1st Owner,Petrol,Manual,20.92,67.1,5,160000
Kia,Seltos,2025,13000,2nd Owner,Petrol,Automatic,16.8,113.4,5,1650000
Maruti,Alto,2022,20000,1st Owner,Petrol,Manual,23.95,67.05,5,350000
Hyundai,Elantra,2018,130600,2nd Owner,Diesel,Manual,22.7,126.24,5,525000
Volkswagen,Polo,2019,72000,1st Owner,Petrol,Manual,16.47,74.0,5,390000
Maruti,Celerio,2022,20500,1st Owner,Petrol,Manual,23.1,67.04,5,350000
Hyundai,Grand,2021,60000,1st Owner,Petrol,Manual,18.9,82.0,5,360000
BMW,5,2015,93800,2nd Owner,Diesel,Automatic,16.73,218.0,5,1450000
Ford,Figo,2017,80000,1st Owner,Diesel,Manual,20.0,68.0,5,180000
Maruti,Alto,2020,32000,2nd Owner,Petrol,Manual,22.74,47.3,5,300000
Mahindra,KUV,2021,26026,2nd Owner,Diesel,Manual,25.32,77.0,6,400000
Honda,Amaze,2022,25000,2nd Owner,Petrol,Automatic,18.1,88.7,5,620000
Mahindra,Scorpio,2023,50000,1st Owner,Diesel,Manual,16.36,140.0,7,1450000
Maruti,Swift Dzire,2019,44852,2nd Owner,Petrol,Manual,19.1,85.8,5,420000
Mahindra,XUV300,2024,20000,1st Owner,Diesel,Manual,20.0,115.0,5,1030000
Hyundai,Grand,2023,60000,1st Owner,Diesel,Manual,24.0,73.97,5,536000
Renault,KWID,2023,34000,1st Owner,Petrol,Manual,25.17,53.3,5,285000
Hyundai,i20,2022,39000,2nd Owner,Diesel,Manual,21.19,88.73,5,850000
Mahindra,Bolero,2022,60000,1st Owner,Diesel,Manual,15.96,62.1,9,550000
Honda,Amaze,2020,42380,2nd Owner,Diesel,Manual,25.8,98.6,5,359000
Maruti,Ertiga,2024,25000,1st Owner,Diesel,Manual,25.47,88.5,7,950000
Ford,Ecosport,2021,78000,2nd Owner,Diesel,Manual,22.77,98.59,5,715000
Maruti,Wagon R,2021,40000,1st Owner,Petrol,Manual,20.51,67.04,5,300000
Hyundai,Venue,2025,5000,1st Owner,Petrol,Automatic,18.15,118.35,5,1100000
Hyundai,i10,2018,60000,1st Owner,Petrol,Manual,20.36,78.9,5,230000
Renault,Duster,2021,120000,1st Owner,Diesel,Manual,19.6,108.45,5,700000
Maruti,Swift Dzire,2018,93000,2nd Owner,Diesel,Manual,19.3,73.9,5,520000
Maruti,Ertiga,2018,101000,1st Owner,Diesel,Manual,20.77,88.8,7,500000
Hyundai,i20,2023,15000,1st Owner,Petrol,Manual,18.6,81.83,5,700000
Hyundai,Grand,2018,79115,2nd Owner,Diesel,Manual,24.0,70.0,5,320000
Maruti,Alto,2022,42691,2nd Owner,Petrol,Manual,24.7,47.3,5,300000
Tata,Tiago,2024,10000,1st Owner,Petrol,Manual,23.84,84.0,5,470000
Maruti,Wagon R,2015,74804,2nd Owner,Petrol,Manual,18.9,67.1,5,275000
Toyota,Innova,2012,150000,1st Owner,Diesel,Manual,12.8,102.0,8,600000
Maruti,Alto,2014,35000,2nd Owner,Petrol,Manual,19.7,46.3,5,225000
Maruti,Wagon R,2016,30000,1st Owner,Petrol,Manual,18.9,67.1,5,215000
Maruti,Swift Dzire,2018,82000,2nd Owner,Diesel,Manual,23.4,74.0,5,425000
Mahindra,Scorpio,2020,55496,2nd Owner,Diesel,Manual,15.4,120.0,7,925000
Volkswagen,Polo,2024,36800,2nd Owner,Diesel,Manual,20.14,88.0,5,675000
Maruti,Alto,2020,38568,2nd Owner,Petrol,Manual,22.74,47.3,5,225000
Tata,Tigor,2023,65000,1st Owner,Diesel,Manual,24.7,69.0,5,600000
Honda,City,2019,25000,2nd Owner,Diesel,Manual,26.0,98.6,5,525000
Maruti,Wagon R,2018,61996,2nd Owner,Petrol,Manual,20.51,67.04,5,300000
Maruti,Wagon R,2021,32000,2nd Owner,Petrol,Manual,18.9,67.1,5,350000
Maruti,Wagon R,2014,50000,1st Owner,Petrol,Manual,18.9,67.0,5,200000
Maruti,Alto,2021,29000,1st Owner,Petrol,Manual,22.74,47.3,5,240000
Ford,Figo,2022,44000,2nd Owner,Petrol,Manual,18.16,86.8,5,580000
Mahindra,Marazzo,2023,41000,1st Owner,Diesel,Manual,17.3,121.0,7,1050000
Maruti,Alto,2016,68203,2nd Owner,Petrol,Manual,23.95,67.05,5,210000
Mahindra,Bolero,2020,65211,2nd Owner,Diesel,Manual,15.96,62.1,7,700000
BMW,3,2023,40000,2nd Owner,Diesel,Automatic,21.76,188.0,5,3580000
Renault,KWID,2022,9265,1st Owner,Petrol,Manual,23.01,67.0,5,350000
Maruti,Vitara,2022,25000,1st Owner,Diesel,Manual,24.3,88.5,5,830000
Volkswagen,Vento,2019,70000,2nd Owner,Diesel,Manual,20.34,103.2,5,470000
Maruti,Baleno,2021,67500,1st Owner,Petrol,Manual,21.4,83.1,5,480000
Volkswagen,Polo,2020,110000,2nd Owner,Diesel,Manual,19.91,103.6,5,615000
Honda,Amaze,2021,18800,1st Owner,Petrol,Manual,18.0,86.7,5,450000
Volkswagen,Vento,2017,52120,2nd Owner,Petrol,Manual,15.04,103.6,5,249000
Maruti,Swift,2019,47500,2nd Owner,Petrol,Manual,22.0,81.8,5,400000
Maruti,Ertiga,2022,18000,1st Owner,Petrol,Manual,17.5,91.1,7,675000
Maruti,Alto,2011,90000,2nd Owner,Petrol,Manual,19.7,46.3,5,110000
Ford,Ecosport,2019,72341,2nd Owner,Diesel,Manual,22.77,98.59,5,510000
Hyundai,Grand,2022,77795,2nd Owner,Diesel,Manual,24.0,73.97,5,475000
Maruti,Swift Dzire,2017,250000,1st Owner,Diesel,Manual,19.3,73.9,5,400000
Honda,WR-V,2022,30000,1st Owner,Diesel,Manual,25.5,98.6,5,750000
Hyundai,i10,2019,60000,1st Owner,Petrol,Manual,20.36,78.9,5,285000
Hyundai,Grand,2023,18200,2nd Owner,Petrol,Manual,18.9,81.86,5,500000
Toyota,Innova,2017,120000,1st Owner,Petrol,Manual,12.4,132.0,8,650000
Maruti,Baleno,2023,31400,2nd Owner,Petrol,Manual,21.01,81.8,5,635000
Honda,City,2020,34277,2nd Owner,Petrol,Manual,17.8,117.3,5,575000
Maruti,Swift,2015,42500,2nd Owner,Diesel,Manual,25.2,74.0,5,219000
Mercedes-Benz,GL-Class,2017,186900,2nd Owner,Diesel,Automatic,11.3,254.8,7,1690000
Maruti,Alto,2021,50000,1st Owner,Petrol,Manual,23.95,67.05,5,280000
Maruti,Ertiga,2021,90000,1st Owner,Diesel,Manual,24.52,88.5,7,550000
Maruti,Baleno,2023,50000,1st Owner,Petrol,Manual,21.4,83.1,5,625000
Maruti,Alto,2018,46783,3rd Owner,CNG,Manual,30.46,47.3,5,210000
Maruti,Swift Dzire,2022,23000,2nd Owner,Petrol,Manual,20.85,83.14,5,525000
Maruti,Alto,2024,40000,1st Owner,Petrol,Manual,24.7,47.3,5,290000
Maruti,Swift Dzire,2015,59117,2nd Owner,Petrol,Manual,17.5,85.8,5,300000
Audi,A4,2019,32000,2nd Owner,Diesel,Automatic,16.55,147.51,5,1780000
Ford,Ecosport,2018,60000,2nd Owner,Diesel,Manual,22.7,89.84,5,430000
Hyundai,Verna,2024,9915,2nd Owner,Diesel,Automatic,22.0,126.2,5,1590000
Hyundai,Verna,2018,48265,2nd Owner,Petrol,Automatic,17.01,121.4,5,415000
Ford,Endeavour,2017,80000,1st Owner,Diesel,Manual,13.1,141.0,7,500000
Hyundai,i20,2024,23700,1st Owner,Petrol,Manual,18.6,81.86,5,550000
Hyundai,Elantra,2020,59000,2nd Owner,Petrol,Manual,16.3,147.4,5,699000
Maruti,Vitara,2021,40000,1st Owner,Diesel,Manual,24.3,88.5,5,700000
Datsun,GO,2021,15000,1st Owner,Petrol,Manual,20.63,67.0,5,320000
Maruti,Swift Dzire,2016,70000,1st Owner,Petrol,Manual,17.5,85.8,5,300000
Toyota,Fortuner,2019,139830,2nd Owner,Diesel,Manual,13.0,168.5,7,1675000
Lexus,ES,2022,24000,2nd Owner,Petrol,Automatic,22.37,214.56,5,4700000
Ford,Ecosport,2018,71000,2nd Owner,Diesel,Manual,22.7,89.84,5,475000
Maruti,Swift,2022,30000,1st Owner,Petrol,Manual,22.0,81.8,5,460000
Maruti,Swift,2025,15000,1st Owner,Diesel,Manual,28.4,74.0,5,700000
Hyundai,i20,2022,11000,2nd Owner,Petrol,Manual,18.6,81.83,5,740000
Hyundai,Santro,2015,60200,1st Owner,CNG,Manual,17.8,63.0,5,150000
Maruti,Alto,2019,80000,1st Owner,Petrol,Manual,22.74,47.3,5,210000
Maruti,Swift Dzire,2023,70000,1st Owner,Diesel,Manual,28.4,74.02,5,690000
Tata,Tiago,2023,30000,1st Owner,Petrol,Manual,23.84,84.0,5,400000
Honda,City,2018,8989,2nd Owner,Petrol,Manual,16.8,116.3,5,525000
Hyundai,Grand,2023,35000,1st Owner,Diesel,Manual,24.0,73.97,5,550000
Maruti,Swift Dzire,2025,45000,1st Owner,CNG,Manual,26.55,81.8,5,550000
Volkswagen,Polo,2022,10000,1st Owner,Petrol,Manual,16.2,74.0,5,500000
Maruti,Alto,2021,13000,1st Owner,Petrol,Manual,22.74,47.3,5,250000
Hyundai,i10,2017,26099,2nd Owner,Petrol,Manual,19.81,68.05,5,239000
Ford,Ecosport,2021,55000,2nd Owner,Diesel,Manual,22.7,89.84,5,750000
Hyundai,i20,2019,43000,2nd Owner,Petrol,Manual,18.6,81.83,5,450000
Hyundai,i20,2020,87000,1st Owner,Petrol,Manual,18.6,81.83,5,475000
Honda,City,2021,31975,2nd Owner,Petrol,Manual,17.8,117.3,5,539000
Ford,Ecosport,2022,40000,1st Owner,Diesel,Manual,22.77,98.59,5,888000
Mahindra,KUV,2022,100000,1st Owner,Diesel,Manual,25.32,77.0,5,450000
Maruti,Alto,2022,11000,2nd Owner,Petrol,Manual,24.7,47.3,5,285000
Mahindra,Bolero,2016,160000,1st Owner,Diesel,Manual,13.6,63.0,7,350000
Maruti,Wagon R,2014,36259,2nd Owner,Petrol,Manual,18.9,67.1,5,129000
Hyundai,i10,2016,30000,1st Owner,Petrol,Automatic,16.95,78.9,5,225000
Hyundai,Grand,2021,36000,2nd Owner,Petrol,Manual,18.9,82.0,5,379000
Maruti,Celerio,2022,4000,1st Owner,Petrol,Automatic,23.1,67.04,5,478000
Hyundai,Grand,2018,40000,1st Owner,Diesel,Manual,24.0,70.0,5,350000
Hyundai,Verna,2014,25000,1st Owner,Petrol,Manual,13.9,103.2,5,140000
Maruti,Vitara,2024,25000,1st Owner,Diesel,Manual,24.3,88.5,5,800000
Maruti,Swift,2019,67067,2nd Owner,Diesel,Manual,28.4,74.0,5,425000
Maruti,Swift,2021,90000,1st Owner,Diesel,Manual,25.2,74.0,5,450000
Tata,Safari,2023,30000,1st Owner,Diesel,Manual,14.1,153.86,7,1100000
Renault,Duster,2018,61000,1st Owner,Diesel,Manual,19.01,108.45,5,500000
Honda,Jazz,2022,78000,2nd Owner,Diesel,Manual,27.3,98.6,5,635000
Maruti,Wagon R,2016,78000,2nd Owner,CNG,Manual,26.2,58.2,5,210000
Maruti,Swift Dzire,2024,9900,1st Owner,Diesel,Manual,28.4,74.02,5,750000
Volkswagen,Vento,2018,55000,2nd Owner,Petrol,Manual,15.04,103.6,5,335000
Maruti,Wagon R,2020,32000,2nd Owner,Petrol,Manual,18.9,67.1,5,350000
Hyundai,Creta,2023,85000,1st Owner,Diesel,Manual,19.67,126.2,5,1150000
Volkswagen,Vento,2021,28000,2nd Owner,Diesel,Automatic,22.15,108.6,5,565000
Honda,City,2016,40833,2nd Owner,Petrol,Automatic,16.8,118.0,5,375000
Renault,Duster,2018,70000,1st Owner,Diesel,Manual,19.01,108.45,5,400000
Mahindra,Bolero,2023,22000,1st Owner,Diesel,Manual,15.96,62.1,7,780000
Hyundai,Santro,2018,40000,1st Owner,Petrol,Manual,17.92,62.1,5,240000
Mahindra,Scorpio,2015,49000,2nd Owner,Diesel,Manual,12.05,120.0,7,399000
Mahindra,Bolero,2021,80000,1st Owner,Diesel,Manual,16.5,70.0,7,650000
Maruti,Alto,2022,18000,1st Owner,Petrol,Manual,24.7,47.3,5,270000
Maruti,Alto,2021,30000,1st Owner,Petrol,Manual,23.95,67.05,5,300000
Hyundai,Creta,2024,40000,1st Owner,Diesel,Manual,20.5,126.2,5,1500000
Hyundai,Grand,2022,29000,1st Owner,Petrol,Manual,18.9,81.86,5,485000
Maruti,Ciaz,2024,40000,2nd Owner,Petrol,Manual,20.73,91.1,5,825000
Toyota,Innova,2020,950000,2nd Owner,Diesel,Manual,12.99,100.6,7,950000
Maruti,Vitara,2021,54287,2nd Owner,Diesel,Manual,24.3,88.5,5,660000
Maruti,Eeco,2024,40000,1st Owner,CNG,Manual,21.94,61.7,5,400000
Maruti,Celerio,2022,19000,1st Owner,Petrol,Manual,23.1,67.04,5,410000
Toyota,Innova,2022,30000,1st Owner,Diesel,Manual,13.68,147.8,7,1950000
Hyundai,i20,2020,70000,1st Owner,Petrol,Manual,18.6,81.83,5,444000
Maruti,Wagon R,2021,68000,2nd Owner,CNG,Manual,26.2,58.2,5,320000
Maruti,Ciaz,2023,10000,1st Owner,Petrol,Manual,20.73,91.1,5,780000
Hyundai,Verna,2025,5000,1st Owner,Petrol,Manual,17.7,113.42,5,816000
Mercedes-Benz,E-Class,2021,36000,2nd Owner,Diesel,Automatic,13.0,204.0,5,2790000
Maruti,Swift Dzire,2020,50000,2nd Owner,Petrol,Manual,20.85,83.14,5,450000
Kia,Seltos,2024,6076,2nd Owner,Petrol,Manual,16.8,113.4,5,1149000
Honda,City,2024,15000,1st Owner,Diesel,Manual,25.6,97.9,5,1050000
Ford,Ecosport,2019,80900,2nd Owner,Diesel,Manual,22.7,89.84,5,475000
Toyota,Innova,2019,15000,1st Owner,Diesel,Manual,12.99,100.6,7,925000
Tata,Hexa,2024,40000,1st Owner,Diesel,Manual,17.6,153.86,7,1525000
Tata,Tiago,2021,29035,2nd Owner,Petrol,Manual,23.84,84.0,5,375000
Tata,Safari,2020,150000,2nd Owner,Diesel,Manual,14.1,148.0,7,650000
Maruti,Baleno,2023,20000,2nd Owner,Petrol,Manual,21.01,81.8,5,570000
Tata,Safari,2015,61000,2nd Owner,Diesel,Manual,13.93,138.0,7,195000
Toyota,Fortuner,2017,97000,2nd Owner,Diesel,Manual,13.0,168.7,7,1299000
Maruti,Alto,2020,49163,2nd Owner,Petrol,Manual,22.74,47.3,5,285000
Tata,Nexon,2023,21000,1st Owner,Diesel,Manual,21.5,108.5,5,900000
Honda,WR-V,2024,13500,1st Owner,Petrol,Manual,17.5,88.7,5,775000
Mahindra,Bolero,2025,2500,1st Owner,Diesel,Manual,15.96,63.0,9,800000
Maruti,Alto,2013,60000,1st Owner,Petrol,Manual,19.7,46.3,5,97000
Maruti,Alto,2023,10000,1st Owner,Petrol,Manual,23.95,67.05,5,320000
Maruti,Swift,2023,40000,1st Owner,Petrol,Manual,22.0,81.8,5,515000
Volkswagen,Polo,2021,19000,2nd Owner,Petrol,Manual,16.2,74.0,5,420000
Ford,Ecosport,2023,30000,1st Owner,Diesel,Manual,23.0,98.96,5,950000
Volkswagen,Polo,2020,28500,2nd Owner,Diesel,Manual,20.14,88.7,5,435000
Maruti,Baleno,2023,14000,2nd Owner,Diesel,Manual,27.39,74.0,5,730000
Hyundai,Verna,2020,34105,2nd Owner,Diesel,Manual,23.9,126.2,5,549000
Maruti,Wagon R,2017,60000,1st Owner,Petrol,Manual,18.9,67.1,5,235000
BMW,7,2023,16000,2nd Owner,Diesel,Automatic,16.77,261.49,5,8200000
Datsun,RediGO,2022,27500,1st Owner,Petrol,Manual,22.7,53.64,5,206000
Datsun,GO,2020,36000,2nd Owner,Petrol,Manual,19.02,67.05,7,290000
Maruti,Wagon R,2008,150000,1st Owner,Petrol,Manual,18.9,67.1,5,65000
Mahindra,Scorpio,2017,120000,1st Owner,Diesel,Automatic,11.79,120.0,8,600000
Toyota,Innova,2017,120000,1st Owner,Diesel,Manual,12.99,100.6,8,800000
Hyundai,Grand,2019,32000,2nd Owner,Petrol,Manual,18.9,82.0,5,393000
Volkswagen,Polo,2021,9700,2nd Owner,Diesel,Manual,20.14,88.0,5,450000
Toyota,Innova,2017,165000,1st Owner,Diesel,Manual,12.8,102.0,7,850000
Mahindra,Alturas,2023,13000,1st Owner,Diesel,Automatic,12.05,178.49,7,2400000
Toyota,Innova,2018,98000,1st Owner,Diesel,Manual,12.8,102.0,8,1000000
Maruti,Wagon R,2022,3192,2nd Owner,Petrol,Manual,20.51,67.04,5,415000
Hyundai,Verna,2024,15000,1st Owner,Petrol,Automatic,17.0,121.3,5,1250000
Honda,Jazz,2021,17012,2nd Owner,Petrol,Automatic,19.0,88.7,5,540000
Maruti,Swift Dzire,2018,60000,1st Owner,Petrol,Manual,19.1,85.8,5,319000
Hyundai,i10,2019,17800,1st Owner,Petrol,Manual,19.81,68.05,5,325000
